ST_CASE,SUMSPEEDREL,STATE,FATAL_COUNT_x,SUMMDRDSTRD,DAY_WEEK,HOUR,BODY_TYP
20028,0,2,1,288,6,1,80
20029,0,2,1,0,2,17,80
20030,9,2,1,99,7,5,30
20031,4,2,2,198,6,22,20
20032,0,2,1,12,7,4,20
20033,9,2,1,99,6,1,99
20034,0,2,1,12,7,21,31
20035,0,2,1,576,6,12,51
20036,0,2,2,99,4,13,31
20037,3,2,1,0,4,2,20
20038,0,2,1,0,5,14,16
20039,4,2,1,99,3,21,90
20040,0,2,1,198,7,15,15
20041,4,2,1,6,1,0,2
20042,0,2,1,96,2,21,6
20043,9,2,1,99,6,23,99
20044,0,2,1,192,3,14,14
20045,9,2,1,99,1,18,31
20046,2,2,1,96,4,0,80
20047,0,2,1,0,4,5,20
20048,0,2,1,13,7,99,2
20049,0,2,1,96,1,0,80
20050,0,2,1,102,4,14,14
20051,0,2,1,96,3,9,20
20052,9,2,1,9,5,9,31
20053,0,2,1,96,4,18,31
20054,3,2,1,99,7,9,31
20055,3,2,>2,198,3,20,4
20056,4,2,1,99,7,99,91
20057,0,2,1,0,3,17,14
20058,0,2,1,0,5,17,31
20059,0,2,1,3,7,18,14
20060,9,2,1,99,3,21,16
40001,9,4,1,99,5,5,99
40002,4,4,1,0,5,9,4
40003,0,4,1,5,7,14,4
40004,4,4,1,0,1,21,14
40005,5,4,1,99,2,6,4
40006,0,4,1,0,3,10,31
40007,4,4,1,0,6,8,4
40008,0,4,1,1,6,19,1
40009,5,4,1,0,7,5,5
40010,0,4,2,0,1,6,15
40011,4,4,1,0,1,7,31
40012,4,4,1,0,3,19,2
40013,4,4,2,0,4,8,2
40014,9,4,1,99,4,14,21
40015,4,4,1,17,4,15,31
40016,0,4,1,1,4,19,14
40017,0,4,1,0,6,13,4
40018,4,4,1,1,6,16,31
40019,0,4,1,17,7,15,30
40022,0,4,1,0,7,4,31
40023,3,4,1,0,7,11,4
40024,4,4,1,0,1,1,80
40025,0,4,1,0,2,0,4
40026,4,4,1,0,3,1,15
40027,0,4,1,0,3,15,31
40028,4,4,1,0,4,14,80
40029,0,4,2,0,5,8,4
40030,0,4,>2,0,6,7,31
40031,4,4,2,0,6,14,6
40032,0,4,1,0,7,18,31
40033,0,4,1,0,6,19,4
40034,4,4,1,0,1,17,16
40036,4,4,1,17,5,15,4
40037,0,4,1,0,6,0,4
40038,4,4,1,7,6,7,14
40039,0,4,1,0,6,23,80
40040,4,4,1,0,1,2,6
40041,9,4,1,99,2,8,20
40042,3,4,1,99,4,22,80
40043,0,4,1,198,5,9,14
40044,0,4,1,99,7,3,66
40045,4,4,1,12,7,19,15
40046,4,4,1,99,7,17,31
40047,0,4,1,198,7,18,4
40048,0,4,1,99,7,22,90
40049,4,4,1,99,5,17,4
40050,0,4,1,0,1,20,31
40051,4,4,1,99,6,23,80
40052,3,4,1,0,7,21,1
40053,0,4,1,0,2,16,4
40054,4,4,1,0,7,17,4
40055,4,4,1,0,5,20,31
40056,9,4,1,99,6,18,1
40057,18,4,1,198,7,13,4
40058,4,4,1,0,1,0,4
40059,0,4,1,99,4,21,4
40060,4,4,1,0,7,2,80
40061,0,4,1,0,2,18,31
40062,9,4,1,99,5,19,20
40063,0,4,1,1,6,5,63
40064,4,4,1,99,3,10,4
40065,0,4,1,12,3,18,30
40066,4,4,1,0,4,15,16
40067,0,4,1,99,5,9,4
40068,8,4,1,99,5,16,80
40069,0,4,>2,17,5,23,31
40070,0,4,1,0,6,7,2
40071,0,4,1,0,7,9,80
40072,0,4,1,100,7,20,90
40073,0,4,1,0,2,11,15
40074,0,4,1,0,4,20,4
40075,0,4,1,100,5,18,66
40076,4,4,1,0,6,4,66
40077,0,4,1,1,6,16,4
40078,0,4,1,99,1,5,31
40079,3,4,1,99,1,20,4
40080,0,4,1,0,1,21,4
40081,4,4,1,99,2,12,80
40082,0,4,1,1,2,23,31
40083,0,4,1,99,3,6,4
40084,0,4,1,12,4,11,14
40085,4,4,1,99,4,15,4
40086,0,4,1,0,5,19,4
40087,9,4,1,99,6,9,31
40088,0,4,>2,0,6,15,14
40089,9,4,1,99,6,16,6
40090,9,4,1,99,6,18,14
40091,4,4,1,99,1,17,2
40092,0,4,1,99,3,7,30
40093,4,4,1,6,4,9,66
40094,0,4,1,0,5,5,63
40095,0,4,1,0,6,16,31
40096,0,4,1,0,6,7,31
40097,0,4,1,0,2,20,4
40098,0,4,1,99,5,8,4
40099,4,4,1,0,3,10,4
40100,9,4,1,99,5,20,99
40102,9,4,1,99,3,99,99
40103,0,4,1,0,4,17,31
40104,3,4,1,0,4,16,14
40105,4,4,2,99,5,8,4
40106,0,4,1,99,6,20,31
40108,0,4,1,0,7,18,30
40109,14,4,1,99,7,23,4
40110,3,4,1,99,1,2,4
40111,0,4,1,0,1,12,6
40112,0,4,1,1,1,22,14
40113,0,4,1,1,5,13,4
40114,4,4,1,99,5,8,80
40115,9,4,1,99,6,99,99
40116,9,4,1,99,7,99,99
40117,3,4,1,0,1,1,4
40118,4,4,1,0,1,20,15
40119,3,4,1,0,2,16,14
40120,9,4,1,99,6,1,4
40121,9,4,1,99,6,99,99
40122,9,4,1,100,6,7,14
40123,9,4,1,99,7,19,99
40124,0,4,1,198,2,9,20
40125,0,4,1,0,2,10,30
40126,4,4,1,99,3,1,4
40127,0,4,1,198,6,7,66
40128,0,4,1,96,7,1,2
40129,3,4,1,0,7,18,31
40130,4,4,1,99,1,12,80
40131,3,4,1,0,2,17,31
40132,3,4,1,99,3,11,31
40133,4,4,1,192,3,16,20
40134,0,4,1,12,4,8,14
40135,0,4,1,99,4,23,30
40136,0,4,1,1,5,5,31
40137,4,4,1,0,5,6,31
40138,0,4,2,198,5,19,4
40139,0,4,1,13,5,21,4
40140,3,4,1,99,6,1,31
40141,4,4,2,99,7,6,16
40142,0,4,1,0,2,18,6
40143,0,4,1,0,2,20,14
40144,0,4,1,0,4,0,4
40145,4,4,1,19,4,7,14
40146,0,4,1,99,4,16,4
40147,0,4,1,1,5,5,2
40148,4,4,1,100,5,5,63
40149,0,4,1,0,5,20,4
40150,0,4,1,0,6,20,31
40151,3,4,1,0,7,2,80
40152,0,4,1,1,1,10,14
40153,0,4,1,0,1,17,90
40154,4,4,1,0,1,19,14
40155,4,4,1,1,2,6,4
40156,0,4,1,0,2,17,14
40157,3,4,1,0,2,22,4
40158,0,4,1,0,2,23,14
40159,0,4,1,6,3,1,30
40160,3,4,1,0,3,15,31
40161,9,4,1,0,3,19,31
40163,0,4,1,15,4,17,4
40164,0,4,1,99,6,21,4
40165,0,4,1,1,1,11,31
40166,0,4,1,0,1,15,31
40167,4,4,1,99,1,20,31
40168,4,4,1,99,2,17,31
40169,4,4,1,99,3,6,2
40170,5,4,1,5,5,21,20
40171,0,4,1,0,5,23,4
40172,0,4,2,0,7,13,80
40173,4,4,1,0,1,2,4
40174,0,4,1,99,1,6,4
40175,9,4,1,99,1,6,15
40176,0,4,1,0,1,18,80
40177,4,4,1,0,2,11,80
40178,0,4,1,99,2,16,31
40179,4,4,1,0,3,14,4
40180,4,4,1,9,1,18,14
40181,4,4,1,3,3,12,14
40182,4,4,1,0,7,11,80
40183,3,4,1,99,6,1,80
40184,0,4,1,12,3,16,80
40185,3,4,1,99,1,23,1
40186,0,4,1,0,4,14,30
40187,0,4,1,0,2,8,2
40188,0,4,1,99,3,4,4
40189,3,4,1,0,5,22,1
40190,0,4,1,12,7,20,31
40191,9,4,1,99,7,4,15
40192,4,4,1,1,6,19,31
40193,0,4,1,0,7,17,4
40194,0,4,1,0,6,17,81
40195,0,4,1,1,4,18,31
40196,9,4,1,99,6,13,2
40197,18,4,1,198,6,22,5
40198,9,4,1,99,4,99,99
40199,4,4,1,99,4,12,80
40200,0,4,1,0,7,5,4
40202,4,4,>2,99,1,22,31
40203,3,4,1,0,1,23,2
40204,0,4,1,0,2,13,4
40205,4,4,1,99,5,1,14
40206,23,4,1,297,5,11,15
40207,3,4,1,0,1,20,4
40208,0,4,1,0,3,13,62
40209,4,4,1,0,7,17,80
40210,0,4,1,99,4,8,97
40211,0,4,1,99,4,14,2
40212,9,4,1,100,4,19,4
40213,4,4,1,99,5,10,14
40214,0,4,1,99,6,5,30
40215,0,4,>2,99,6,11,31
40216,0,4,1,0,6,18,31
40217,9,4,1,99,7,1,30
40218,3,4,1,0,1,12,31
40219,6,4,1,99,1,14,4
40220,4,4,1,99,1,18,80
40221,0,4,1,99,3,7,4
40222,0,4,1,99,3,12,4
40223,0,4,1,0,3,19,6
40224,0,4,1,1,5,16,2
40225,0,4,1,0,6,13,4
40226,0,4,1,0,6,13,14
40227,0,4,1,0,7,9,4
40228,4,4,1,0,7,12,80
40229,4,4,1,99,7,19,14
40230,4,4,2,99,7,21,80
40231,0,4,1,0,1,19,66
40232,4,4,2,99,4,1,15
40233,0,4,1,99,5,17,14
40234,4,4,1,99,7,6,4
40235,0,4,1,198,7,22,67
40236,4,4,1,99,2,1,31
40237,0,4,1,0,2,8,4
40238,0,4,1,0,3,11,4
40240,18,4,2,198,3,21,14
40241,9,4,1,99,4,8,4
40242,0,4,1,99,5,13,80
40243,9,4,1,99,7,3,99
40244,0,4,1,99,1,10,80
40245,4,4,1,99,3,23,15
40246,0,4,1,99,5,22,65
40247,4,4,1,0,5,15,80
40248,4,4,1,0,1,17,31
40249,0,4,1,0,5,14,4
40250,4,4,1,99,5,11,20
40251,0,4,1,99,6,3,4
40252,0,4,1,0,4,20,20
40253,9,4,1,99,3,99,80
40254,18,4,1,198,3,18,99
40257,9,4,1,99,7,23,99
40258,9,4,1,99,1,23,99
40259,9,4,1,99,4,99,99
40261,4,4,1,99,4,20,4
40262,0,4,1,3,5,19,31
40263,0,4,1,1,7,19,31
40264,0,4,1,0,1,17,80
40265,4,4,1,105,1,6,4
40266,4,4,1,3,1,23,4
40268,9,4,1,99,5,99,99
40269,4,4,1,0,6,15,31
40270,0,4,1,0,6,16,4
40271,0,4,1,0,7,1,4
40272,4,4,1,99,7,7,80
40273,18,4,1,198,7,15,66
40274,18,4,1,198,5,18,15
40275,9,4,1,99,7,10,80
40276,4,4,1,99,6,7,2
40277,4,4,1,99,6,20,4
40278,0,4,1,0,7,8,88
40279,0,4,1,0,1,19,16
40280,9,4,1,0,4,22,80
40281,9,4,1,99,6,11,80
40282,9,4,1,99,6,12,80
40283,4,4,1,99,7,23,80
40284,0,4,1,1,2,2,14
40285,0,4,1,99,3,13,31
40286,4,4,1,99,3,14,4
40287,0,4,1,99,4,1,2
40288,0,4,1,0,4,22,80
40289,8,4,1,16,6,3,66
40290,4,4,1,0,6,18,2
40291,4,4,1,0,7,9,31
40292,0,4,2,99,7,11,4
40293,9,4,1,99,1,5,4
40294,0,4,1,99,2,11,4
40295,3,4,2,0,2,13,31
40296,4,4,1,0,2,21,31
40297,9,4,1,99,3,20,31
40298,0,4,1,0,5,17,64
40299,9,4,1,0,6,13,80
40300,4,4,1,99,6,20,15
40301,4,4,1,99,7,5,97
40302,4,4,1,99,7,6,80
40303,9,4,1,99,2,17,4
40304,9,4,1,99,3,0,31
40305,9,4,1,99,3,13,14
40306,4,4,1,0,5,5,14
40307,9,4,1,99,6,21,99
40308,4,4,1,99,7,1,80
40309,4,4,1,99,7,22,97
40310,0,4,2,99,1,15,14
40311,3,4,2,0,1,21,31
40312,9,4,1,0,5,21,14
40313,4,4,1,99,5,23,14
40314,0,4,1,198,6,0,4
40315,9,4,1,99,1,0,99
40317,0,4,1,17,3,9,4
40318,4,4,1,99,6,15,15
40319,0,4,1,99,6,13,20
40320,4,4,1,15,5,18,31
40321,0,4,1,0,3,3,14
40322,9,4,1,99,3,2,99
40323,0,4,1,99,6,14,31
40324,18,4,1,198,6,20,4
40325,0,4,1,0,7,19,15
40326,4,4,1,99,4,3,31
40327,0,4,1,99,5,22,31
40328,0,4,1,99,6,9,30
40329,4,4,1,0,7,15,90
40330,0,4,1,0,7,11,15
40331,0,4,1,99,4,8,14
40332,0,4,1,99,4,16,80
40333,9,4,1,99,4,4,99
40334,0,4,1,0,4,7,31
40335,0,4,1,0,4,13,4
40336,9,4,1,99,5,4,99
40337,14,4,1,198,5,8,80
40338,18,4,1,198,5,11,99
40339,4,4,2,15,5,20,4
40340,4,4,1,0,6,22,4
40341,0,4,1,0,6,8,15
40342,9,4,1,99,6,22,99
40343,3,4,1,96,7,4,2
40344,0,4,2,0,1,11,4
40345,0,4,1,0,1,20,30
40346,4,4,1,99,7,2,3
40348,5,4,1,99,7,14,9
40349,4,4,1,99,1,0,14
40350,18,4,1,198,1,22,31
40351,0,4,1,198,6,16,4
40352,4,4,1,99,6,21,80
40353,9,4,1,99,1,3,99
40354,0,4,1,0,2,15,4
40355,0,4,1,0,3,11,4
40356,4,4,1,0,3,21,14
40357,4,4,1,0,5,0,40
40358,0,4,1,1,5,1,4
40359,8,4,1,0,5,10,80
40360,0,4,1,100,7,4,4
40361,4,4,1,0,7,16,4
40362,4,4,1,99,7,20,4
40363,0,4,1,0,7,20,31
40364,0,4,>2,99,1,13,14
40365,0,4,1,99,1,16,2
40366,0,4,1,0,1,17,4
40367,0,4,1,1,1,17,4
40368,9,4,1,99,2,1,20
40369,3,4,1,98,2,5,67
40370,0,4,1,198,2,7,31
40371,4,4,1,99,2,21,80
40372,4,4,1,99,3,18,15
40373,4,4,1,0,5,10,65
40374,0,4,1,99,6,0,66
40375,4,4,1,99,6,4,66
40376,5,4,2,99,7,7,14
40377,0,4,1,0,7,9,4
40378,4,4,1,99,1,21,31
40379,0,4,1,0,5,11,15
40380,4,4,1,0,5,14,30
40381,0,4,1,0,6,13,3
40382,4,4,1,99,6,16,14
40383,0,4,1,1,1,1,4
40384,4,4,1,0,2,7,80
40385,18,4,1,198,2,15,6
40386,0,4,1,15,2,22,14
40387,0,4,1,0,4,6,4
40388,4,4,1,99,4,19,66
40389,0,4,1,0,5,14,14
40390,4,4,1,0,7,6,80
40391,9,4,1,96,7,12,90
40392,4,4,>2,99,7,21,4
40393,0,4,1,0,1,18,14
40394,0,4,1,99,2,10,62
40395,0,4,1,99,2,18,4
40396,0,4,1,1,3,11,20
40397,18,4,1,198,3,20,4
40398,0,4,1,1,2,16,14
40399,9,4,1,99,3,3,99
40400,0,4,1,0,5,0,2
40401,0,4,1,99,5,1,4
40402,18,4,1,198,5,19,4
40403,9,4,1,198,5,22,4
40404,0,4,1,99,1,20,3
40405,4,4,1,288,2,14,66
40406,9,4,1,99,3,13,99
40407,0,4,1,198,3,15,31
40409,3,4,1,99,6,21,14
40410,0,4,1,0,6,22,14
40411,0,4,1,99,3,20,40
40412,9,4,1,99,5,20,99
40413,0,4,1,0,6,15,1
40414,14,4,1,99,6,22,80
40415,9,4,1,99,7,20,4
40416,9,4,1,99,4,5,99
40417,0,4,1,0,5,22,4
40418,5,4,1,99,6,21,30
40419,0,4,1,0,6,20,5
40420,0,4,1,0,7,20,4
40421,0,4,1,0,7,22,14
40422,12,4,2,198,1,11,4
40423,4,4,1,99,3,5,31
40424,0,4,2,0,5,13,31
40425,4,4,2,15,4,7,4
40426,0,4,1,99,4,21,99
40427,3,4,1,198,6,9,4
40428,4,4,1,99,1,5,14
40429,0,4,1,100,1,7,4
40430,4,4,1,99,3,3,2
40431,0,4,1,0,3,6,14
40432,4,4,1,0,4,10,80
40433,0,4,1,99,5,16,4
40434,4,4,1,0,6,13,16
40435,4,4,1,99,7,5,66
40436,4,4,1,99,7,9,31
40437,0,4,1,99,7,11,31
40438,0,4,1,198,1,20,14
40439,0,4,1,99,4,1,4
40440,4,4,1,99,6,7,31
40441,0,4,1,0,2,13,15
40442,0,4,1,1,4,20,4
40443,3,4,1,99,6,23,2
40444,3,4,1,99,7,5,1
40445,0,4,>2,0,1,15,15
40446,0,4,1,0,1,15,14
40447,4,4,>2,99,2,1,4
40448,0,4,2,0,2,6,20
40449,4,4,1,99,3,15,31
40450,4,4,1,0,3,21,31
40451,9,4,1,1,3,23,4
40452,0,4,1,99,4,17,5
40454,4,4,1,99,6,2,2
40455,0,4,1,99,4,14,66
40456,0,4,1,198,6,23,31
40457,0,4,1,99,6,13,14
40458,0,4,1,99,6,10,30
40459,4,4,1,99,6,12,31
40460,4,4,1,99,7,2,20
40461,9,4,1,99,1,4,30
40462,0,4,1,0,4,18,4
40463,0,4,1,99,6,19,1
40464,4,4,1,0,7,9,80
40465,0,4,1,99,4,19,80
40466,0,4,1,99,5,4,2
40467,0,4,2,198,7,1,15
40468,9,4,1,99,5,22,15
40469,9,4,1,99,5,0,99
40470,0,4,1,198,5,17,97
40471,9,4,1,99,7,22,99
40472,9,4,1,198,7,6,14
40473,9,4,1,17,1,3,4
40474,18,4,1,198,3,7,15
40476,9,4,1,99,7,99,99
40477,9,4,1,99,6,19,99
40478,9,4,1,99,5,5,99
40479,9,4,1,99,2,23,49
40480,9,4,1,99,4,7,99
40481,0,4,1,99,5,21,31
40482,8,4,1,16,6,6,31
40483,0,4,1,0,7,11,20
40484,0,4,1,99,7,21,4
40485,4,4,1,99,1,5,31
40486,9,4,1,99,1,20,31
40487,18,4,1,198,1,22,99
40488,18,4,1,198,4,12,80
40489,0,4,1,96,5,18,31
40490,9,4,1,99,5,23,4
40491,8,4,1,99,2,18,4
40492,9,4,1,99,5,20,99
40493,0,4,1,99,5,12,4
40494,9,4,1,99,4,5,4
40495,0,4,>2,99,1,15,4
40496,0,4,1,0,2,7,4
40497,4,4,1,0,7,2,14
40498,0,4,1,99,7,9,80
40499,4,4,2,99,7,23,97
40500,0,4,1,0,2,21,5
40501,0,4,1,0,2,22,4
40502,3,4,1,0,2,22,4
40503,0,4,1,0,3,20,31
40504,4,4,1,0,4,15,14
40505,4,4,1,99,5,5,80
40506,4,4,1,99,5,11,4
40507,4,4,1,0,6,20,15
40508,4,4,1,99,7,14,66
40509,9,4,1,99,2,11,66
40510,0,4,1,99,3,10,5
40511,0,4,1,99,3,12,4
40512,4,4,1,99,3,19,20
40513,4,4,1,99,4,1,20
40515,0,4,1,198,5,12,5
40516,0,4,1,99,7,3,31
40517,4,4,1,198,7,4,14
40518,4,4,1,99,1,3,2
40519,0,4,2,99,1,16,14
40520,0,4,1,99,2,7,4
40521,0,4,1,99,2,9,20
40522,0,4,1,0,5,5,4
40523,0,4,1,99,5,20,66
40524,0,4,1,99,5,21,31
40525,0,4,1,1,6,6,30
40526,0,4,1,99,6,7,31
40527,3,4,1,105,6,17,31
40528,0,4,1,198,6,18,14
40529,4,4,1,99,7,15,31
40530,4,4,1,0,7,20,31
40531,0,4,1,0,1,20,4
40532,3,4,1,99,3,7,4
40533,4,4,1,100,4,13,16
40534,0,4,1,0,7,0,30
40535,0,4,1,99,7,0,99
40536,4,4,1,99,7,11,80
40537,3,4,1,3,2,14,31
40540,0,4,2,99,2,16,14
40541,8,4,1,0,7,2,80
40542,0,4,2,99,7,13,15
40543,14,4,1,198,1,9,99
40544,18,4,1,198,2,19,80
40545,0,4,1,0,4,7,14
40546,5,4,1,198,5,16,80
40547,9,4,2,99,6,22,21
40548,18,4,1,198,7,8,88
40549,0,4,1,99,5,0,20
40550,4,4,1,99,6,15,4
40551,13,4,>2,198,5,14,14
40552,8,4,2,198,7,18,31
40553,9,4,1,99,1,23,20
40554,18,4,1,198,3,20,4
40555,4,4,1,198,4,14,20
40556,18,4,1,198,5,16,2
40557,18,4,1,198,7,1,4
40558,0,4,1,99,1,5,15
40559,4,4,1,99,1,5,83
40560,9,4,1,99,2,99,99
40561,9,4,1,0,5,13,31
40562,9,4,1,99,7,1,4
40563,0,4,1,99,1,0,99
40564,4,4,1,0,7,7,14
40565,0,4,1,99,7,10,4
40566,4,4,1,99,1,11,80
40567,0,4,1,3,1,21,31
40569,0,4,1,99,2,20,4
40570,0,4,1,99,3,6,4
40571,0,4,1,0,4,4,14
40572,4,4,1,99,5,9,30
40573,4,4,1,12,7,13,80
40574,9,4,1,198,7,18,14
40575,0,4,1,99,7,23,6
40576,0,4,1,1,7,23,4
40577,0,4,1,0,3,14,4
40578,3,4,1,198,3,20,2
40579,0,4,1,1,4,8,14
40580,0,4,1,0,4,21,4
40581,0,4,>2,99,2,17,31
40582,3,4,1,198,2,23,3
40583,0,4,1,99,6,12,80
40584,4,4,1,99,7,9,4
40585,0,4,1,17,7,18,1
40586,0,4,1,0,3,5,4
40587,0,4,1,99,4,12,4
40588,9,4,1,1,1,20,2
40589,3,4,1,99,6,14,3
40590,3,4,1,99,7,21,80
40591,0,4,1,0,4,11,4
40592,0,4,1,99,7,18,30
40593,0,4,1,1,3,18,4
40594,0,4,1,1,3,22,4
40595,4,4,1,99,6,7,80
40596,18,4,1,99,1,22,80
40597,0,4,1,1,5,19,4
40598,9,4,2,99,4,15,99
40599,0,4,1,12,6,20,40
40600,9,4,1,99,1,99,99
40601,9,4,1,99,4,22,99
40602,0,4,1,99,6,6,4
40603,18,4,2,198,2,15,99
40604,0,4,1,0,4,20,31
40605,4,4,1,12,7,11,80
40606,9,4,1,99,6,4,99
40607,18,4,1,198,3,17,1
40608,18,4,1,198,4,21,2
40609,9,4,1,99,6,20,2
40610,9,4,1,396,1,14,4
40611,4,4,2,198,7,16,2
40612,0,4,1,99,7,21,4
40613,3,4,1,99,1,1,4
40614,18,4,1,198,1,16,4
40615,0,4,1,1,2,22,4
40616,18,4,1,198,4,99,99
40617,0,4,1,17,5,23,4
40618,9,4,1,99,1,10,6
40619,9,4,1,99,2,17,81
40620,9,4,1,99,7,21,9
40621,0,4,2,99,4,16,15
40622,4,4,2,198,2,5,30
40623,0,4,1,99,7,18,80
40624,4,4,>2,0,1,2,31
40625,4,4,1,0,1,6,30
40626,3,4,1,99,3,6,80
40627,0,4,1,99,4,15,14
40628,0,4,1,99,5,9,30
40629,0,4,1,99,7,5,4
40630,0,4,1,99,7,16,20
40631,0,4,1,99,2,13,6
40632,0,4,1,99,2,16,80
40633,4,4,1,99,2,16,80
40634,4,4,1,99,3,15,97
40635,0,4,1,1,5,6,31
40636,0,4,1,198,5,19,31
40637,4,4,1,98,6,2,66
40638,4,4,1,99,1,8,5
40639,0,4,1,0,7,15,31
40640,9,4,1,99,1,2,4
40641,0,4,1,102,2,15,50
40642,4,4,1,0,2,18,4
40643,0,4,1,1,3,0,30
40644,0,4,1,99,3,11,64
40645,4,4,1,0,5,9,65
40646,0,4,1,1,5,12,4
40647,0,4,1,99,5,18,30
40648,0,4,1,99,5,19,4
40649,0,4,1,99,6,15,4
40650,0,4,1,0,7,10,31
40651,4,4,1,99,7,17,14
40652,0,4,1,1,7,18,14
40653,0,4,2,0,1,4,21
40654,0,4,1,0,2,18,1
40655,0,4,1,99,4,19,3
40656,0,4,1,99,5,18,31
40657,0,4,1,0,6,3,30
40658,0,4,1,99,6,6,4
40659,4,4,1,15,6,7,14
40660,4,4,1,198,6,22,14
40661,0,4,1,99,7,3,4
40662,3,4,1,0,7,9,6
40663,0,4,1,99,7,11,4
40664,0,4,1,99,7,16,67
40665,0,4,2,99,7,19,4
40666,5,4,1,198,7,21,31
40667,4,4,1,99,1,2,14
40668,0,4,1,9,6,2,9
40669,4,4,1,100,2,14,5
40670,0,4,1,198,2,16,4
40671,0,4,1,99,6,9,30
40672,3,4,1,0,2,11,4
40673,4,4,1,99,3,10,4
40674,4,4,1,99,4,9,80
40675,4,4,1,0,4,15,66
40676,4,4,1,99,6,16,4
40677,9,4,1,99,7,16,4
40678,4,4,1,99,7,19,90
40679,3,4,2,99,1,5,31
40680,0,4,2,99,1,8,31
40681,4,4,1,0,1,22,80
40682,3,4,1,99,3,1,4
40683,18,4,1,0,3,6,14
40684,0,4,1,99,3,19,4
40685,0,4,1,1,4,13,31
40686,0,4,2,99,7,12,31
40687,0,4,1,99,7,16,80
40688,13,4,1,99,7,23,80
40689,0,4,1,1,1,6,6
40690,4,4,1,1,1,17,4
40691,4,4,1,99,1,17,2
40692,9,4,1,99,2,17,4
40693,0,4,1,99,3,17,4
40694,0,4,1,99,4,1,4
40695,9,4,1,99,4,13,14
40696,0,4,1,99,6,13,1
40697,0,4,1,198,7,0,4
40698,4,4,1,99,7,19,90
40699,4,4,1,100,2,16,80
40700,4,4,2,99,3,1,15
40701,0,4,1,17,3,18,4
40702,0,4,2,198,1,12,66
40703,4,4,1,99,2,22,4
40704,3,4,1,99,7,17,80
40705,4,4,1,99,7,19,4
40706,0,4,1,99,1,13,80
40707,3,4,1,0,4,11,2
40708,4,4,1,10,2,18,4
40709,0,4,1,198,6,19,80
40710,18,4,1,198,5,14,31
40711,9,4,1,99,6,1,39
40712,9,4,1,99,1,7,4
40713,9,4,1,99,2,8,4
40714,0,4,1,0,3,19,30
40715,9,4,1,99,4,5,31
40716,9,4,1,99,2,17,15
40717,9,4,1,99,4,2,15
40718,9,4,1,99,4,17,99
40720,0,4,1,0,1,18,31
40721,9,4,1,99,3,2,99
40722,9,4,1,99,3,23,2
40723,18,4,1,198,5,22,99
40724,9,4,1,198,6,16,80
40725,0,4,1,0,2,14,95
40726,0,4,1,99,5,23,30
40727,0,4,1,297,6,4,6
40728,9,4,1,99,6,22,31
40729,0,4,1,99,1,22,4
40730,0,4,1,99,5,4,14
40731,0,4,1,1,5,15,4
40732,0,4,1,99,2,5,4
40733,4,4,1,99,1,3,80
40734,4,4,1,0,2,6,5
40735,9,4,1,99,7,9,80
40736,4,4,1,198,2,18,80
40737,4,4,1,99,1,12,31
40738,0,4,1,92,6,21,66
40739,9,4,1,99,4,14,15
40740,0,4,1,0,6,18,31
40741,9,4,2,99,7,15,14
40742,0,4,1,0,3,0,20
40743,9,4,1,99,7,2,99
40744,9,4,1,99,1,7,4
40745,18,4,1,198,2,99,99
40746,9,4,1,99,3,9,99
40747,0,4,1,0,3,20,4
40748,18,4,1,198,6,16,4
40749,9,4,1,99,7,99,90
40750,18,4,1,198,1,99,99
40751,0,4,1,99,6,2,31
40752,9,4,1,99,5,18,99
40753,9,4,1,99,5,99,99
40754,9,4,1,99,4,17,99
40755,9,4,1,99,6,99,99
40756,4,4,1,0,6,3,2
40757,18,4,>2,198,1,21,4
40758,0,4,1,0,4,7,30
40759,4,4,1,0,1,12,67
40760,9,4,2,99,1,16,80
40761,0,4,1,6,1,18,66
40762,9,4,1,99,3,18,31
40763,0,4,1,99,3,19,20
40764,4,4,1,0,4,17,1
40765,0,4,1,0,4,17,4
40766,0,4,1,99,5,10,14
40767,0,4,1,99,7,10,10
40768,0,4,1,0,1,9,6
40769,0,4,1,0,1,11,2
40770,0,4,1,1,2,19,31
40771,4,4,1,0,3,12,14
40772,4,4,1,0,6,11,4
40773,0,4,1,1,2,17,15
40774,0,4,1,99,3,13,14
40775,0,4,1,0,3,19,30
40776,0,4,1,99,4,17,80
40777,0,4,1,1,5,23,14
40778,0,4,1,1,2,12,14
40779,5,4,2,99,4,0,4
40780,0,4,1,0,4,21,31
40781,4,4,1,99,5,0,15
40782,0,4,1,96,7,19,61
40783,4,4,1,99,3,15,14
40785,9,4,1,198,1,3,4
40786,9,4,1,1,2,21,9
40787,0,4,1,99,5,17,14
40788,9,4,1,99,6,5,30
40789,9,4,1,198,6,20,31
40790,18,4,1,198,1,12,4
40791,0,4,1,99,3,5,66
40792,0,4,1,99,7,20,20
40793,18,4,2,297,7,21,5
40794,0,4,1,0,5,2,14
40795,4,4,1,99,3,15,14
40796,9,4,1,99,2,17,39
40797,0,4,1,99,5,18,4
40798,4,4,1,99,3,7,6
40799,0,4,1,1,7,18,31
40800,0,4,>2,6,7,2,15
40801,9,4,1,99,6,20,99
40802,9,4,1,99,7,3,99
40803,18,4,1,198,7,18,31
40804,9,4,1,1,1,3,39
40806,27,4,1,297,4,17,4
40807,9,4,1,99,6,22,5
40808,0,4,2,0,6,16,4
40809,4,4,1,99,7,22,66
