ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_LEVEL,WEATHER,FATAL_COUNT,BODY_TYP2
10145,3,20,80,1,1,1,5
10171,5,5,80,1,5,1,5
10179,7,10,80,1,10,1,5
10215,7,22,80,1,1,1,5
10243,7,15,80,1,1,1,5
10252,4,5,80,1,1,1,5
10258,5,14,88,1,10,1,5
10259,6,16,80,1,1,1,5
10260,6,19,80,1,1,1,5
10261,1,18,80,1,1,1,5
10262,1,20,90,1,10,1,5
10282,3,20,80,1,10,1,5
10293,7,19,80,1,1,1,5
10324,1,18,80,1,1,1,5
10330,6,9,80,1,1,1,5
10339,5,10,80,1,10,1,5
10344,4,17,80,1,1,1,5
10346,7,0,82,1,1,1,5
10363,3,23,80,1,1,1,5
10368,7,0,80,1,1,1,5
10372,3,20,90,1,1,1,5
10383,3,17,80,1,1,1,5
10392,3,19,80,1,10,1,5
10405,2,20,80,1,1,1,5
10406,7,17,90,1,1,1,5
10412,1,2,83,1,1,1,5
10433,5,1,80,1,1,1,5
10462,5,19,80,1,1,1,5
10494,2,15,80,1,1,1,5
10509,1,3,80,1,1,1,5
10530,6,1,80,1,1,1,5
10554,4,15,80,1,1,1,5
10555,4,19,80,1,1,1,5
10562,1,14,80,1,1,1,5
10577,1,16,80,1,1,1,5
10612,1,15,80,1,1,1,5
10657,1,10,80,1,1,1,5
10663,7,23,90,1,1,1,5
10683,1,16,80,1,1,1,5
10684,4,17,80,1,1,1,5
10690,4,17,92,1,10,1,5
10691,1,14,80,1,1,1,5
10739,5,13,90,1,1,1,5
10740,5,17,80,1,1,1,5
10741,6,15,80,1,1,1,5
10742,6,18,80,1,1,1,5
10745,7,12,80,1,1,1,5
10763,5,18,80,1,1,1,5
20018,7,14,90,1,1,1,5
20020,1,21,90,1,1,1,5
20021,6,14,80,1,1,1,5
20022,7,8,80,1,10,1,5
20024,7,23,90,1,1,1,5
20025,6,23,80,1,10,1,5
20027,6,19,80,1,1,1,5
20028,6,1,80,1,1,1,5
20029,2,17,80,1,10,1,5
20039,3,21,90,1,1,1,5
20046,4,0,80,1,1,1,5
20049,1,0,80,1,1,1,5
40024,1,1,80,1,1,1,5
40028,4,14,80,1,1,1,5
40039,6,23,80,1,1,1,5
40042,4,22,80,1,1,1,5
40048,7,22,90,1,1,1,5
40051,6,23,80,1,10,1,5
40060,7,2,80,1,1,1,5
40068,5,16,80,1,1,1,5
40071,7,9,80,1,1,1,5
40072,7,20,90,1,1,1,5
40081,2,12,80,1,1,1,5
40114,5,8,80,1,1,1,5
40130,1,12,80,1,2,1,5
40151,7,2,80,1,1,1,5
40153,1,17,90,1,1,1,5
40176,1,18,80,1,1,1,5
40177,2,11,80,1,1,1,5
40182,7,11,80,1,1,1,5
40183,6,1,80,1,10,1,5
40184,3,16,80,1,1,1,5
40194,6,17,81,1,1,1,5
40199,4,12,80,1,1,1,5
40209,7,17,80,1,1,1,5
40210,4,8,97,1,1,1,5
40220,1,18,80,1,1,1,5
40228,7,12,80,1,1,1,5
40242,5,13,80,1,1,1,5
40244,1,10,80,1,1,1,5
40247,5,15,80,1,1,1,5
40264,1,17,80,1,1,1,5
40272,7,7,80,1,1,1,5
40278,7,8,88,1,1,1,5
40280,4,22,80,1,1,1,5
40281,6,11,80,1,10,1,5
40283,7,23,80,1,1,1,5
40288,4,22,80,1,1,1,5
40299,6,13,80,1,10,1,5
40301,7,5,97,1,1,1,5
40302,7,6,80,1,1,1,5
40308,7,1,80,1,1,1,5
40309,7,22,97,1,10,1,5
40329,7,15,90,1,1,1,5
40332,4,16,80,1,1,1,5
40352,6,21,80,1,1,1,5
40359,5,10,80,1,1,1,5
40371,2,21,80,1,1,1,5
40384,2,7,80,1,1,1,5
40390,7,6,80,1,1,1,5
40432,4,10,80,1,1,1,5
40464,7,9,80,1,1,1,5
40465,4,19,80,1,1,1,5
40470,5,17,97,1,1,1,5
40498,7,9,80,1,1,1,5
40505,5,5,80,1,1,1,5
40536,7,11,80,1,1,1,5
40541,7,2,80,1,1,1,5
40559,1,5,83,1,1,1,5
40566,1,11,80,1,10,1,5
40573,7,13,80,1,1,1,5
40583,6,12,80,1,1,1,5
40590,7,21,80,1,1,1,5
40595,6,7,80,1,1,1,5
40596,1,22,80,1,1,1,5
40605,7,11,80,1,10,1,5
40619,2,17,81,1,10,1,5
40623,7,18,80,1,1,1,5
40626,3,6,80,1,1,1,5
40632,2,16,80,1,1,1,5
40633,2,16,80,1,10,1,5
40634,3,15,97,1,10,1,5
40674,4,9,80,1,10,1,5
40678,7,19,90,1,1,1,5
40681,1,22,80,1,1,1,5
40687,7,16,80,1,1,1,5
40688,7,23,80,1,1,1,5
40698,7,19,90,1,1,1,5
40699,2,16,80,1,1,1,5
40704,7,17,80,1,1,1,5
40706,1,13,80,1,1,1,5
40709,6,19,80,1,1,1,5
40725,2,14,95,1,1,1,5
40733,1,3,80,1,1,1,5
40735,7,9,80,1,1,1,5
40736,2,18,80,1,1,1,5
40776,4,17,80,1,1,1,5
50016,1,12,80,1,1,1,5
50043,1,14,80,1,1,1,5
50045,2,14,80,1,1,1,5
50080,7,15,88,1,1,1,5
50100,3,20,80,1,1,1,5
50107,5,16,90,1,1,1,5
50117,7,17,80,1,1,1,5
50123,5,20,80,1,1,1,5
50131,5,20,80,1,1,1,5
50134,3,9,80,1,1,1,5
50137,1,19,80,1,1,1,5
50139,3,10,80,1,1,1,5
50145,5,18,80,1,1,1,5
50146,6,11,80,1,1,1,5
50147,7,14,80,1,1,1,5
50149,7,16,80,1,1,1,5
50150,7,18,80,1,1,1,5
50161,2,14,81,1,1,1,5
50173,2,20,80,1,1,1,5
50182,5,19,90,1,1,1,5
50183,5,21,80,1,1,1,5
50190,4,15,80,1,1,1,5
50195,5,22,88,1,1,1,5
50196,6,2,80,1,1,1,5
50200,7,14,80,1,2,1,5
50214,3,16,92,1,1,1,5
50221,1,18,80,1,1,1,5
50222,2,17,80,1,1,1,5
50223,2,22,80,1,1,1,5
50229,1,13,80,1,1,1,5
50245,5,11,80,1,1,1,5
50250,6,22,80,1,1,1,5
50254,2,14,80,1,1,1,5
50258,5,11,80,1,1,1,5
50259,6,13,80,1,1,1,5
50279,6,16,80,1,1,1,5
50286,6,12,80,1,1,1,5
50304,5,14,80,1,1,1,5
50320,1,13,88,1,1,1,5
50321,3,8,80,1,1,1,5
50326,7,0,90,1,1,1,5
50327,1,2,80,1,1,1,5
50332,3,10,80,1,1,1,5
50333,3,23,80,1,1,1,5
50336,5,13,80,1,1,1,5
50338,6,22,80,1,1,1,5
50342,4,7,80,1,1,1,5
50344,5,15,80,1,1,1,5
50351,5,7,80,1,1,1,5
50355,7,12,80,1,10,1,5
50356,1,18,80,1,10,1,5
50360,5,17,95,1,1,1,5
50363,2,4,80,1,1,1,5
50375,1,20,80,1,1,1,5
50384,2,19,97,1,1,1,5
50425,6,10,80,1,1,1,5
50426,6,23,80,1,1,1,5
50432,3,21,90,1,1,1,5
50437,7,15,80,1,1,1,5
50441,2,20,80,1,1,1,5
50446,4,19,80,1,1,1,5
50458,6,13,90,1,1,1,5
50464,6,17,80,1,1,1,5
60004,5,15,80,1,1,1,5
60030,7,17,80,1,1,1,5
60035,3,18,80,1,1,1,5
60038,2,11,80,1,1,1,5
60073,1,20,80,1,1,1,5
60081,3,19,80,1,1,1,5
60097,6,0,80,1,1,1,5
60099,5,2,80,1,10,1,5
60116,5,18,80,1,1,1,5
60120,1,14,80,1,1,1,5
60131,1,9,80,1,10,1,5
60132,6,19,80,1,1,1,5
60137,7,20,80,1,2,1,5
60158,6,17,80,1,10,1,5
60180,1,20,80,1,1,1,5
60186,3,7,80,1,1,1,5
60212,5,15,80,1,1,1,5
60222,3,16,80,1,1,1,5
60227,5,16,80,1,1,1,5
60239,1,9,80,1,1,1,5
60257,7,16,80,1,1,1,5
60266,4,22,80,1,1,1,5
60268,1,18,80,1,1,1,5
60276,4,12,80,1,1,1,5
60287,6,13,80,1,1,1,5
60300,1,22,80,1,1,1,5
60306,1,15,80,1,1,1,5
60312,7,11,80,1,1,1,5
60314,6,21,80,1,1,1,5
60322,6,19,80,1,10,1,5
60330,1,22,80,1,1,1,5
60338,2,15,80,1,1,1,5
60348,7,1,80,1,1,1,5
60349,5,2,80,1,1,1,5
60370,6,21,80,1,1,1,5
60385,4,22,80,1,1,1,5
60388,7,10,90,1,1,1,5
60418,4,21,97,1,1,1,5
60423,5,16,80,1,1,1,5
60428,5,8,80,1,1,1,5
60442,5,17,80,1,1,1,5
60462,4,19,80,1,1,1,5
60483,4,7,80,1,1,1,5
60488,5,9,80,1,1,1,5
60491,1,17,80,1,1,1,5
60500,5,21,80,1,1,1,5
60509,7,14,80,1,1,1,5
60514,7,3,80,1,10,1,5
60528,1,13,80,1,1,1,5
60534,1,14,80,1,1,1,5
60550,7,11,80,1,1,1,5
60554,6,22,80,1,1,1,5
60555,1,20,80,1,1,1,5
60566,3,7,80,1,1,1,5
60581,4,12,80,1,1,1,5
60583,4,23,80,1,1,1,5
60589,4,23,80,1,1,1,5
60595,1,10,80,1,1,1,5
60608,7,12,80,1,1,1,5
60610,5,19,90,1,1,1,5
60621,3,9,80,1,1,1,5
60623,2,21,80,1,1,1,5
60629,4,8,80,1,10,1,5
60633,6,13,97,1,1,1,5
60655,4,13,80,1,1,1,5
60665,4,20,80,1,1,1,5
60667,5,14,80,1,1,1,5
60671,7,14,80,1,1,1,5
60672,6,16,80,1,1,1,5
60673,7,18,80,1,1,1,5
60676,4,22,80,1,1,1,5
60684,2,20,80,1,10,1,5
60688,2,19,80,1,1,1,5
60698,7,16,80,1,1,1,5
60700,1,13,80,1,1,1,5
60701,1,18,80,1,1,1,5
60703,4,15,80,1,1,1,5
60706,5,19,80,1,1,1,5
60709,1,4,80,1,1,1,5
60715,6,7,80,1,1,1,5
60716,1,18,80,1,1,1,5
60724,4,10,88,1,1,1,5
60732,2,11,80,1,1,1,5
60736,7,17,80,1,1,1,5
60744,1,12,80,1,10,1,5
60745,7,13,80,1,1,1,5
60750,2,21,80,1,1,1,5
60772,5,18,80,1,1,1,5
60773,1,20,80,1,1,1,5
60778,7,0,80,1,10,1,5
60792,7,1,80,1,1,1,5
60794,1,19,80,1,1,1,5
60802,4,23,80,1,10,1,5
60805,4,14,80,1,1,1,5
60828,6,19,80,1,1,1,5
60830,7,15,80,1,10,1,5
60835,5,19,80,1,1,1,5
60849,2,17,80,1,1,1,5
60858,7,12,80,1,1,1,5
60869,7,13,80,1,10,1,5
60881,1,16,80,1,1,1,5
60883,2,22,80,1,10,1,5
60887,3,5,80,1,1,1,5
60889,4,7,80,1,10,1,5
60892,4,18,80,1,10,1,5
60915,5,20,80,1,1,1,5
60919,7,3,80,1,10,1,5
60929,6,18,80,1,1,1,5
60945,7,16,80,1,1,1,5
60953,7,11,80,1,1,1,5
60959,5,2,80,1,1,1,5
60973,3,20,80,1,1,1,5
60993,7,10,80,1,1,1,5
60995,3,13,80,1,1,1,5
61004,6,19,80,1,1,1,5
61030,5,23,80,1,1,1,5
61040,5,17,80,1,1,1,5
61058,5,10,80,1,1,1,5
61062,1,16,80,1,1,1,5
61099,1,14,80,1,1,1,5
61103,4,21,80,1,1,1,5
61125,5,5,80,1,1,1,5
61137,1,16,80,1,1,1,5
61139,5,15,80,1,1,1,5
61182,7,12,80,1,1,1,5
61186,1,18,80,1,1,1,5
61188,5,23,80,1,1,1,5
61190,1,12,80,1,10,1,5
61201,3,17,80,1,1,1,5
61203,5,21,80,1,1,1,5
61207,1,16,80,1,1,1,5
61228,5,6,80,1,1,1,5
61229,5,18,80,1,1,1,5
61244,4,9,80,1,1,1,5
61250,1,13,80,1,1,1,5
61257,5,3,80,1,1,1,5
61267,1,17,80,1,1,1,5
61274,1,14,80,1,1,1,5
61276,4,2,80,1,1,1,5
61281,2,21,80,1,1,1,5
61299,5,14,80,1,1,1,5
61311,7,11,92,1,1,1,5
61318,6,22,80,1,1,1,5
61350,6,19,80,1,1,1,5
61357,7,15,80,1,1,1,5
61358,1,12,80,1,1,1,5
61372,1,11,80,1,1,1,5
61374,2,18,80,1,1,1,5
61410,1,16,80,1,1,1,5
61411,6,12,80,1,1,1,5
61414,7,2,80,1,1,1,5
61424,1,8,80,1,1,1,5
61442,1,14,80,1,1,1,5
61446,4,7,80,1,10,1,5
61451,7,12,80,1,1,1,5
61466,1,16,80,1,1,1,5
61469,5,10,80,1,1,1,5
61497,5,17,80,1,1,1,5
61518,7,10,80,1,1,1,5
61526,2,14,80,1,1,1,5
61529,6,15,80,1,1,1,5
61542,7,13,80,1,1,1,5
61544,1,13,80,1,1,1,5
61548,7,13,80,1,1,1,5
61564,2,14,80,1,1,1,5
61571,5,6,80,1,1,1,5
61586,5,15,80,1,1,1,5
61592,5,2,80,1,1,1,5
61607,2,4,80,1,1,1,5
61613,1,11,80,1,1,1,5
61617,2,8,80,1,1,1,5
61618,7,13,80,1,1,1,5
61620,1,13,80,1,10,1,5
61622,2,1,80,1,1,1,5
61627,7,9,80,1,1,1,5
61628,1,5,80,1,1,1,5
61631,3,17,80,1,1,1,5
61655,7,11,80,1,1,1,5
61660,7,13,80,1,1,1,5
61669,2,6,80,1,1,1,5
61702,7,13,80,1,1,1,5
61708,1,15,80,1,1,1,5
61710,2,13,80,1,1,1,5
61711,1,17,80,1,1,1,5
61713,5,12,80,1,1,1,5
61716,4,8,80,1,1,1,5
61718,3,19,80,1,1,1,5
61724,2,15,80,1,1,1,5
61725,6,16,80,1,1,1,5
61736,7,9,80,1,1,1,5
61761,3,10,80,1,1,1,5
61768,1,3,80,1,1,1,5
61770,6,20,80,1,1,1,5
61771,7,0,80,1,10,1,5
61776,5,21,80,1,1,1,5
61779,5,12,80,1,1,1,5
61785,4,9,80,1,1,1,5
61792,7,13,80,1,1,1,5
61799,6,9,80,1,1,1,5
61801,2,6,80,1,1,1,5
61804,1,9,80,1,1,1,5
61814,3,21,80,1,1,1,5
61821,1,19,90,1,1,1,5
61824,1,10,80,1,1,1,5
61843,1,14,80,1,1,1,5
61869,6,13,80,1,1,1,5
61873,1,8,80,1,1,1,5
61885,5,22,80,1,1,1,5
61910,3,15,92,1,1,1,5
61918,5,6,80,1,1,1,5
61919,4,21,80,1,1,1,5
61921,6,22,80,1,1,1,5
61929,4,18,80,1,1,1,5
61930,6,4,80,1,1,1,5
61936,4,10,80,1,10,1,5
61946,2,20,80,1,1,1,5
61982,3,22,80,1,1,1,5
61985,5,6,80,1,1,1,5
61999,3,8,80,1,1,1,5
62002,4,10,80,1,1,1,5
62003,6,18,80,1,1,1,5
62021,1,20,80,1,1,1,5
62027,5,12,80,1,1,1,5
62029,6,2,80,1,1,1,5
62031,7,14,80,1,1,1,5
62034,7,19,80,1,1,1,5
62090,7,13,80,1,1,1,5
62108,2,15,80,1,1,1,5
62112,1,21,80,1,1,1,5
62131,7,13,80,1,1,1,5
62141,1,5,80,1,2,1,5
62144,6,18,80,1,1,1,5
62146,7,8,80,1,1,1,5
62153,7,22,80,1,1,1,5
62158,2,16,80,1,1,1,5
62163,3,11,92,1,1,1,5
62176,6,18,82,1,1,1,5
62190,7,22,80,1,1,1,5
62209,1,18,80,1,1,1,5
62211,6,13,80,1,1,1,5
62224,1,15,80,1,1,1,5
62228,6,18,80,1,1,1,5
62235,4,17,80,1,1,1,5
62244,7,12,80,1,1,1,5
62245,1,16,80,1,1,1,5
62248,5,13,80,1,1,1,5
62252,3,14,80,1,1,1,5
62255,3,13,80,1,1,1,5
62257,7,17,80,1,1,1,5
62261,5,22,80,1,1,1,5
62263,5,7,80,1,1,1,5
62271,5,16,80,1,1,1,5
62275,3,18,80,1,1,1,5
62282,1,20,80,1,1,1,5
62286,4,19,80,1,1,1,5
62290,7,0,80,1,1,1,5
62294,3,11,80,1,10,1,5
62295,1,16,80,1,1,1,5
62317,4,19,80,1,1,1,5
62328,1,12,80,1,1,1,5
62330,1,15,80,1,10,1,5
62342,1,1,80,1,1,1,5
62344,7,2,80,1,1,1,5
62361,7,11,80,1,1,1,5
62364,2,19,80,1,1,1,5
62367,5,11,80,1,1,1,5
62378,6,17,80,1,1,1,5
62379,7,13,80,1,1,1,5
62385,1,21,81,1,1,1,5
62390,3,18,80,1,1,1,5
62417,7,17,80,1,1,1,5
62438,2,10,80,1,1,1,5
62443,6,19,80,1,1,1,5
62450,2,23,80,1,1,1,5
62451,7,5,80,1,5,1,5
62460,6,17,81,1,1,1,5
62464,3,9,80,1,1,1,5
62466,5,22,80,1,1,1,5
62468,6,11,80,1,1,1,5
62472,3,15,80,1,1,1,5
62478,5,20,80,1,1,1,5
62480,2,14,80,1,1,1,5
62483,6,11,80,1,1,1,5
62487,1,1,80,1,1,1,5
62502,6,5,80,1,1,1,5
62503,7,23,80,1,1,1,5
62506,7,10,80,1,1,1,5
62509,2,12,80,1,1,1,5
62514,3,7,80,1,1,1,5
62531,3,11,80,1,1,1,5
62540,2,22,80,1,1,1,5
62563,3,21,80,1,1,1,5
62574,4,22,80,1,1,1,5
62586,2,15,80,1,1,1,5
62589,7,14,80,1,1,1,5
62591,7,10,80,1,1,1,5
62599,1,16,80,1,1,1,5
62606,7,1,80,1,1,1,5
62612,5,3,80,1,1,1,5
62623,4,8,80,1,1,1,5
62625,1,19,80,1,1,1,5
62655,5,17,80,1,1,1,5
62660,7,12,80,1,1,1,5
62663,7,12,80,1,1,1,5
62693,1,16,80,1,2,1,5
62698,6,21,80,1,1,1,5
62721,3,11,80,1,1,1,5
62737,4,10,80,1,10,1,5
62778,1,9,80,1,1,1,5
62779,3,16,80,1,1,1,5
62796,4,15,80,1,10,1,5
62821,5,19,80,1,1,1,5
62823,6,11,80,1,1,1,5
62826,1,11,80,1,2,1,5
62837,5,21,80,1,1,1,5
62865,7,15,80,1,1,1,5
62869,6,19,80,1,1,1,5
62884,6,18,80,1,1,1,5
62900,5,8,80,1,10,1,5
62904,3,19,80,1,1,1,5
62909,2,14,80,1,1,1,5
62926,7,15,80,1,1,1,5
62930,4,18,80,1,1,1,5
80024,1,17,80,1,1,1,5
80032,6,19,80,1,1,1,5
80079,1,1,80,1,1,1,5
80083,7,12,80,1,1,1,5
80092,2,22,80,1,1,1,5
80096,6,14,80,1,1,1,5
80097,7,16,80,1,1,1,5
80109,7,12,80,1,1,1,5
80110,1,12,80,1,1,1,5
80121,1,2,80,1,1,1,5
80123,1,6,80,1,1,1,5
80125,7,18,80,1,1,1,5
80129,6,1,81,1,4,1,5
80141,5,7,80,1,1,1,5
80148,7,14,80,1,1,1,5
80162,1,22,80,1,1,1,5
80182,7,14,97,1,1,1,5
80183,1,17,80,1,1,1,5
80184,1,17,80,1,1,1,5
80201,6,20,80,1,1,1,5
80203,1,16,80,1,1,1,5
80207,3,18,80,1,1,1,5
80211,6,21,80,1,1,1,5
80213,1,12,80,1,1,1,5
80214,1,19,80,1,1,1,5
80215,7,11,80,1,1,1,5
80223,2,17,80,1,1,1,5
80231,7,12,80,1,1,1,5
80247,2,16,80,1,1,1,5
80250,6,23,80,1,2,1,5
80251,5,19,80,1,1,1,5
80253,7,12,80,1,1,1,5
80257,5,13,97,1,1,1,5
80268,4,13,80,1,1,1,5
80269,5,1,80,1,1,1,5
80270,7,1,80,1,1,1,5
80272,6,22,80,1,1,1,5
80275,1,11,80,1,1,1,5
80280,4,18,80,1,1,1,5
80285,7,10,80,1,1,1,5
80286,7,16,80,1,1,1,5
80287,1,15,80,1,1,1,5
80302,1,18,80,1,1,1,5
80307,1,21,80,1,1,1,5
80317,3,20,80,1,1,1,5
80323,5,22,80,1,1,1,5
80324,4,5,80,1,1,1,5
80327,3,5,80,1,1,1,5
80328,3,19,80,1,1,1,5
80330,3,22,80,1,1,1,5
80336,5,0,80,1,1,1,5
80340,7,11,80,1,1,1,5
80345,1,23,80,1,1,1,5
80354,7,18,80,1,1,1,5
80355,1,22,80,1,1,1,5
80357,2,10,80,1,1,1,5
80363,5,20,80,1,1,1,5
80370,6,22,80,1,1,1,5
80373,5,14,80,1,1,1,5
80374,5,19,80,1,1,1,5
80376,6,17,80,1,1,1,5
80377,1,11,80,1,1,1,5
80386,7,14,80,1,1,1,5
80403,7,21,80,1,1,1,5
80406,7,14,90,1,1,1,5
80420,6,11,88,1,1,1,5
80428,3,9,80,1,1,1,5
80429,3,13,80,1,1,1,5
80430,3,13,80,1,1,1,5
80436,1,19,80,1,1,1,5
80442,7,22,80,1,1,1,5
80445,6,17,80,1,1,1,5
80481,3,1,80,1,1,1,5
80506,4,4,80,1,1,1,5
90020,1,0,80,1,1,1,5
90021,5,21,80,1,1,1,5
90022,5,6,80,1,1,1,5
90027,4,3,88,1,1,1,5
90040,7,22,80,1,1,1,5
90041,4,13,80,1,1,1,5
90056,7,17,80,1,1,1,5
90061,2,1,80,1,1,1,5
90063,6,22,80,1,1,1,5
90070,6,22,80,1,1,1,5
90076,1,9,80,1,1,1,5
90077,1,12,80,1,1,1,5
90081,3,19,80,1,2,1,5
90082,1,19,80,1,1,1,5
90090,2,22,80,1,1,1,5
90093,1,18,80,1,1,1,5
90094,1,13,97,1,1,1,5
90097,1,19,80,1,1,1,5
90105,6,23,80,1,1,1,5
90107,2,19,80,1,1,1,5
90111,2,13,80,1,1,1,5
90126,6,21,80,1,1,1,5
90131,7,14,80,1,1,1,5
90139,2,23,80,1,1,1,5
90152,6,14,80,1,1,1,5
90153,6,8,80,1,1,1,5
90176,7,22,80,1,1,1,5
90190,7,0,80,1,1,1,5
90196,7,17,89,1,1,1,5
90200,7,15,80,1,1,1,5
90206,1,16,80,1,1,1,5
90210,7,19,80,1,1,1,5
90211,1,22,80,1,2,1,5
90212,1,18,80,1,1,1,5
90224,7,12,80,1,10,1,5
90225,5,16,80,1,1,1,5
90234,7,17,90,1,1,1,5
90252,1,3,82,1,1,1,5
100016,1,19,80,1,1,1,5
100021,3,7,80,1,10,1,5
100039,7,22,80,1,2,1,5
100045,6,13,80,1,1,1,5
100049,2,17,80,1,1,1,5
100052,1,16,88,1,1,1,5
100056,3,16,80,1,1,1,5
100060,4,13,80,1,1,1,5
100061,6,20,80,1,1,1,5
100063,7,18,80,1,1,1,5
100069,2,15,80,1,1,1,5
110010,1,1,88,1,1,1,5
110019,7,10,80,1,1,1,5
110023,7,14,80,1,1,1,5
120003,5,1,81,1,1,1,5
120015,2,1,80,1,1,1,5
120017,7,14,97,1,1,1,5
120028,2,7,80,1,1,1,5
120054,3,9,95,1,1,1,5
120061,1,18,90,1,1,1,5
120081,5,18,80,1,1,1,5
120082,6,10,80,1,1,1,5
120093,2,2,80,1,10,1,5
120097,3,1,80,1,1,1,5
120099,4,19,80,1,1,1,5
120127,1,23,80,1,1,1,5
120130,1,8,80,1,1,1,5
120136,3,12,80,1,1,1,5
120158,6,11,88,1,1,1,5
120166,7,20,80,1,1,1,5
120185,6,18,80,1,1,1,5
120189,7,3,80,1,1,1,5
120196,1,18,90,1,1,1,5
120197,1,20,80,1,1,1,5
120214,7,20,80,1,1,1,5
120219,2,18,80,1,1,1,5
120221,3,3,80,1,1,1,5
120222,3,14,88,1,1,1,5
120227,5,9,80,1,1,1,5
120228,7,22,80,1,1,1,5
120235,7,17,90,1,1,1,5
120244,1,22,80,1,1,1,5
120268,3,4,90,1,5,1,5
120277,6,21,80,1,1,1,5
120294,7,2,80,1,1,1,5
120297,1,12,90,1,1,1,5
120306,2,15,80,1,1,1,5
120308,4,17,80,1,1,1,5
120312,7,21,80,1,1,1,5
120314,1,15,80,1,1,1,5
120323,7,18,80,1,1,1,5
120324,5,0,80,1,1,1,5
120325,1,13,80,1,10,1,5
120333,1,20,80,1,1,1,5
120334,3,18,80,1,1,1,5
120345,2,16,80,1,10,1,5
120355,1,23,88,1,1,1,5
120369,6,2,80,1,1,1,5
120371,6,7,80,1,1,1,5
120372,6,1,80,1,10,1,5
120373,6,14,80,1,1,1,5
120376,7,0,80,1,1,1,5
120392,7,0,80,1,1,1,5
120397,5,22,80,1,1,1,5
120421,6,1,80,1,10,1,5
120424,3,0,81,1,1,1,5
120425,3,11,80,1,1,1,5
120429,7,20,80,1,1,1,5
120432,7,13,80,1,1,1,5
120436,6,4,80,1,10,1,5
120439,7,2,80,1,1,1,5
120442,7,22,80,1,1,1,5
120443,7,19,80,1,1,1,5
120467,1,22,80,1,1,1,5
120468,1,17,81,1,1,1,5
120477,2,18,80,1,1,1,5
120479,7,12,80,1,1,1,5
120484,3,13,80,1,1,1,5
120489,4,14,80,1,10,1,5
120505,7,13,80,1,1,1,5
120509,4,14,81,1,1,1,5
120511,7,2,80,1,2,1,5
120513,1,17,80,1,1,1,5
120518,4,14,80,1,1,1,5
120526,7,1,80,1,1,1,5
120532,5,2,80,1,1,1,5
120560,2,13,80,1,1,1,5
120565,1,18,80,1,1,1,5
120568,7,20,90,1,1,1,5
120573,6,16,80,1,10,1,5
120604,7,18,80,1,1,1,5
120606,1,12,80,1,1,1,5
120607,1,15,80,1,1,1,5
120611,7,22,88,1,1,1,5
120618,7,23,80,1,10,1,5
120628,5,0,80,1,1,1,5
120631,3,20,80,1,1,1,5
120632,3,6,80,1,1,1,5
120636,5,5,88,1,1,1,5
120637,5,23,80,1,1,1,5
120645,7,16,80,1,10,1,5
120646,4,21,80,1,1,1,5
120648,7,0,80,1,1,1,5
120651,2,12,80,1,1,1,5
120664,7,1,80,1,10,1,5
120669,6,3,80,1,1,1,5
120674,6,17,90,1,10,1,5
120676,1,2,80,1,10,1,5
120679,4,15,80,1,1,1,5
120682,6,11,81,1,1,1,5
120687,5,20,80,1,10,1,5
120690,2,22,80,1,1,1,5
120703,7,9,80,1,1,1,5
120706,1,8,80,1,1,1,5
120712,7,17,80,1,1,1,5
120716,6,11,80,1,1,1,5
120729,6,1,80,1,1,1,5
120768,1,18,80,1,1,1,5
120779,1,14,80,1,1,1,5
120786,1,21,80,1,10,1,5
120790,7,23,90,1,1,1,5
120792,1,9,80,1,10,1,5
120796,3,18,80,1,1,1,5
120803,6,23,80,1,1,1,5
120805,1,2,80,1,1,1,5
120809,3,0,80,1,2,1,5
120829,6,18,80,1,1,1,5
120842,6,15,80,1,1,1,5
120843,6,2,80,1,1,1,5
120845,1,11,80,1,1,1,5
120846,1,4,80,1,1,1,5
120848,4,7,80,1,1,1,5
120854,7,21,80,1,1,1,5
120861,1,11,80,1,1,1,5
120884,7,15,80,1,1,1,5
120886,3,7,80,1,10,1,5
120895,7,5,80,1,1,1,5
120896,4,22,80,1,10,1,5
120913,1,23,80,1,10,1,5
120918,1,4,80,1,1,1,5
120926,6,14,80,1,1,1,5
120933,1,13,80,1,1,1,5
120934,3,13,88,1,1,1,5
120946,2,3,80,1,1,1,5
120966,7,2,80,1,1,1,5
120980,1,18,80,1,1,1,5
120988,7,16,81,1,1,1,5
120993,7,2,80,1,1,1,5
121001,4,18,80,1,1,1,5
121004,1,17,80,1,1,1,5
121005,1,17,80,1,1,1,5
121007,1,8,80,1,1,1,5
121021,4,20,80,1,1,1,5
121031,6,18,80,1,10,1,5
121038,6,12,80,1,1,1,5
121063,2,15,80,1,1,1,5
121085,4,10,80,1,1,1,5
121095,1,14,80,1,1,1,5
121096,1,4,80,1,1,1,5
121109,2,1,80,1,1,1,5
121111,1,17,80,1,1,1,5
121116,5,18,80,1,10,1,5
121120,1,14,80,1,10,1,5
121128,6,1,80,1,10,1,5
121140,4,16,90,1,1,1,5
121145,7,0,80,1,10,1,5
121146,7,1,80,1,1,1,5
121151,2,16,80,1,1,1,5
121157,5,2,80,1,10,1,5
121167,3,11,80,1,10,1,5
121168,7,15,80,1,1,1,5
121175,7,18,97,1,1,1,5
121178,1,4,80,1,10,1,5
121180,2,23,88,1,1,1,5
121196,3,15,80,1,1,1,5
121214,7,1,80,1,1,1,5
